geoid,0,1,2,3,4,5
17147,0.17100371747211895,0.1775092936802974,0.16171003717472118,0.17007434944237917,0.14869888475836432,0.17100371747211895
17149,0.16234390009606148,0.1642651296829971,0.17002881844380405,0.1642651296829971,0.17579250720461095,0.1633045148895293
17151,0.13245033112582782,0.11920529801324503,0.17218543046357615,0.19205298013245034,0.2052980132450331,0.17880794701986755
17153,0.1568627450980392,0.16246498599439776,0.15406162464985995,0.18207282913165265,0.16246498599439776,0.18207282913165265
17155,0.13945578231292516,0.14965986394557823,0.16326530612244897,0.1836734693877551,0.1870748299319728,0.17687074829931973
17157,0.1691139240506329,0.15443037974683543,0.17468354430379746,0.1650632911392405,0.17012658227848101,0.16658227848101265
17159,0.168808911739503,0.1790916880891174,0.16023993144815768,0.1585261353898886,0.16795201371036847,0.16538131962296487
17161,0.16116188580218985,0.16740566464573342,0.16342412451361868,0.1705727988417338,0.16785811238801918,0.16957741380870509
17163,0.17018828451882845,0.17269874476987448,0.17337866108786612,0.17573221757322174,0.12677824267782425,0.18122384937238495
17165,0.16905444126074498,0.1667621776504298,0.17478510028653296,0.1667621776504298,0.1644699140401146,0.15816618911174785
17167,0.1599467078045018,0.1665381109319122,0.16268143888927844,0.16639786831218006,0.17018441904494777,0.17425145501717973
17169,0.13725490196078433,0.13725490196078433,0.1568627450980392,0.19047619047619047,0.1792717086834734,0.19887955182072828
17171,0.1259259259259259,0.14814814814814814,0.15185185185185185,0.2,0.2074074074074074,0.16666666666666666
17173,0.170182841068917,0.16244725738396623,0.17651195499296765,0.16104078762306612,0.1659634317862166,0.16385372714486637
17175,0.1766304347826087,0.19293478260869565,0.15760869565217392,0.16304347826086957,0.15760869565217392,0.15217391304347827
17177,0.1543756145526057,0.16584726319239593,0.16519174041297935,0.16945263847918715,0.1668305473615208,0.17830219600131106
17179,0.16003700277520813,0.16085928666872237,0.1677459142769041,0.1702127659574468,0.17309075958474662,0.16805427073697193
17181,0.1705150976909414,0.18206039076376554,0.1669626998223801,0.16074600355239788,0.15719360568383658,0.1625222024866785
17183,0.16436853650893138,0.1626449388906299,0.16577875274208712,0.16499529927922282,0.1698527107489815,0.17235976183014728
17185,0.1693121693121693,0.1574074074074074,0.17195767195767195,0.16666666666666666,0.17592592592592593,0.15873015873015872
17187,0.16825863335782512,0.18148420279206465,0.16385011021307863,0.16605437178545188,0.16531961792799413,0.1550330639235856
17189,0.1894374282433984,0.14925373134328357,0.1653272101033295,0.15958668197474168,0.1618828932261768,0.17451205510907003
17191,0.17398945518453426,0.15905096660808435,0.1616871704745167,0.17135325131810195,0.1608084358523726,0.17311072056239016
17193,0.13780598368087035,0.1541251133272892,0.17769718948322757,0.17135086128739802,0.18495013599274707,0.17407071622846781
17195,0.16263237518910742,0.1621280887544125,0.16313666162380233,0.16717095310136157,0.16843166918809885,0.17650025214321735
17197,0.1761976750247615,0.1749465672731064,0.1804201636865975,0.18526820622426107,0.18521607673460877,0.09795131105666476
17199,0.16355841371918542,0.16613076098606644,0.1714898177920686,0.16741693461950696,0.1712754555198285,0.16012861736334405
17201,0.17327617006073598,0.24408717399071098,0.17949267595569846,0.17642015005359057,0.11068238656663094,0.11604144337263309
17203,0.15983745343718253,0.16153064679986454,0.16085336945479173,0.17033525228581103,0.1683034202505926,0.17913985777175753
