17001,0,376
17001,1,386
17001,2,373
17001,3,381
17001,4,386
17001,5,383
17001,0,10
17001,1,18
17001,2,15
17001,3,15
17001,4,15
17001,5,16
17001,0,359
17001,1,386
17001,2,357
17001,3,361
17001,4,365
17001,5,368
17001,0,11
17001,1,10
17001,2,11
17001,3,9
17001,4,8
17001,5,8
17001,0,34
17001,1,42
17001,2,44
17001,3,36
17001,4,41
17001,5,48
17001,0,2
17001,1,3
17001,2,0
17001,3,0
17001,4,0
17001,5,0
17001,0,31
17001,1,28
17001,2,26
17001,3,26
17001,4,27
17001,5,30
17001,0,1
17001,1,2
17001,2,2
17001,3,0
17001,4,0
17001,5,1
17001,0,1
17001,1,1
17001,2,1
17001,3,1
17001,4,2
17001,5,2
17001,0,0
17001,1,0
17001,2,1
17001,3,0
17001,4,0
17001,5,0
17001,0,1
17001,1,1
17001,2,1
17001,3,0
17001,4,0
17001,5,0
17001,0,0
17001,1,0
17001,2,0
17001,3,0
17001,4,0
17001,5,0
17001,0,3
17001,1,5
17001,2,6
17001,3,4
17001,4,4
17001,5,9
17001,0,0
17001,1,0
17001,2,0
17001,3,0
17001,4,0
17001,5,0
17001,0,3
17001,1,4
17001,2,5
17001,3,5
17001,4,4
17001,5,4
17001,0,0
17001,1,0
17001,2,0
17001,3,0
17001,4,0
17001,5,0
17003,0,26
17003,1,30
17003,2,23
17003,3,25
17003,4,18
17003,5,18
17003,0,0
17003,1,0
17003,2,2
17003,3,1
17003,4,0
17003,5,0
17003,0,24
17003,1,29
17003,2,20
17003,3,14
17003,4,20
17003,5,22
17003,0,0
17003,1,0
17003,2,2
17003,3,2
17003,4,0
17003,5,0
17003,0,25
17003,1,15
17003,2,15
17003,3,19
17003,4,21
17003,5,21
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,25
17003,1,31
17003,2,26
17003,3,27
17003,4,30
17003,5,30
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,1
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17003,0,0
17003,1,0
17003,2,0
17003,3,0
17003,4,0
17003,5,0
17005,0,73
17005,1,72
17005,2,67
17005,3,78
17005,4,75
17005,5,72
17005,0,1
17005,1,3
17005,2,6
17005,3,4
17005,4,9
17005,5,5
17005,0,70
17005,1,57
17005,2,69
17005,3,69
17005,4,67
17005,5,70
17005,0,1
17005,1,2
17005,2,5
17005,3,4
17005,4,1
17005,5,3
17005,0,5
17005,1,4
17005,2,8
17005,3,5
17005,4,7
17005,5,5
17005,0,0
17005,1,0
17005,2,0
17005,3,0
17005,4,0
17005,5,0
17005,0,5
17005,1,3
17005,2,5
17005,3,3
17005,4,5
17005,5,4
17005,0,0
17005,1,0
17005,2,0
17005,3,0
17005,4,0
17005,5,0
17005,0,1
17005,1,0
17005,2,0
17005,3,0
17005,4,2
17005,5,0
17005,0,0
17005,1,0
17005,2,0
17005,3,0
17005,4,0
17005,5,0
17005,0,1
17005,1,0
17005,2,0
17005,3,0
17005,4,1
17005,5,0
17005,0,0
17005,1,0
17005,2,0
17005,3,0
17005,4,0
17005,5,0
17005,0,1
17005,1,1
17005,2,0
17005,3,1
17005,4,0
17005,5,0
17005,0,0
17005,1,0
17005,2,0
17005,3,0
17005,4,0
